node	occupation	category
18023	scientist	D
18024	politician	I
18025	politician	I
18026	scientist	P
18027	scientist	I
18028	politician	I
18029	scientist	I
18030	politician	I
18031	scientist	P
18032	politician	D
18033	scientist	D
18034	politician	P
18035	scientist	I
18036	celebrity	P
18037	scientist	P
18038	celebrity	P
18039	politician	D
18040	celebrity	I
18041	politician	P
18042	politician	P
18043	politician	I
18044	scientist	P
18045	politician	P
18046	politician	D
18047	scientist	I
18048	scientist	D
18049	scientist	P
18050	celebrity	D
18051	scientist	P
18052	celebrity	P
18053	politician	D
18054	celebrity	P
18055	politician	P
18056	scientist	D
18057	scientist	D
18058	scientist	P
18059	celebrity	I
18060	politician	D
18061	politician	P
18062	politician	P
18063	scientist	D
18064	scientist	P
18065	politician	P
18066	celebrity	I
18067	scientist	I
18068	scientist	D
18069	scientist	D
18070	scientist	D
18071	celebrity	P
18072	politician	P
18073	politician	I
18074	scientist	P
18075	politician	I
18076	politician	D
18077	celebrity	D
18078	scientist	P
18079	celebrity	I
18080	celebrity	P
18081	scientist	I
18082	celebrity	I
18083	politician	P
18084	politician	D
18085	scientist	D
18086	celebrity	D
18087	politician	D
18088	celebrity	D
18089	scientist	D
18090	scientist	D
18091	scientist	P
18092	scientist	I
18093	politician	D
18094	scientist	D
18095	scientist	P
18096	celebrity	I
18097	politician	D
18098	celebrity	I
18099	politician	P
18100	politician	I
18101	politician	I
18102	celebrity	D
18103	scientist	I
18104	politician	P
18105	politician	I
18106	scientist	P
18107	celebrity	D
18108	scientist	D
18109	politician	P
18110	scientist	I
18111	celebrity	I
18112	scientist	P
18113	celebrity	I
18114	politician	D
18115	celebrity	P
18116	scientist	D
18117	celebrity	P
18118	celebrity	I
18119	scientist	I
18120	scientist	P
18121	celebrity	I
18122	scientist	P
18123	scientist	P
18124	celebrity	I
18125	celebrity	D
18126	politician	D
18127	scientist	P
18128	scientist	D
18129	politician	P
18130	celebrity	I
18131	scientist	I
18132	scientist	I
18133	politician	P
18134	politician	P
18135	celebrity	I
18136	celebrity	P
18137	scientist	D
18138	scientist	P
18139	scientist	P
18140	celebrity	P
18141	celebrity	P
18142	celebrity	P
18143	scientist	I
18144	celebrity	D
18145	celebrity	D
18146	scientist	D
18147	scientist	D
18148	celebrity	D
18149	scientist	I
18150	politician	D
18151	celebrity	P
18152	celebrity	D
18153	celebrity	D
18154	politician	D
18155	scientist	I
18156	scientist	D
18157	scientist	I
18158	politician	D
18159	celebrity	D
18160	scientist	D
18161	scientist	D
18162	politician	D
18163	politician	I
18164	celebrity	I
18165	politician	I
18166	celebrity	D
18167	politician	P
18168	celebrity	P
18169	politician	D
18170	scientist	I
18171	celebrity	P
18172	scientist	P
18173	scientist	P
18174	politician	D
18175	celebrity	D
18176	celebrity	I
18177	politician	P
18178	politician	I
18179	scientist	P
18180	scientist	I
18181	celebrity	D
18182	celebrity	P
18183	scientist	P
18184	scientist	D
18185	celebrity	P
18186	celebrity	D
18187	celebrity	P
18188	scientist	D
18189	celebrity	P
18190	politician	D
18191	celebrity	P
18192	scientist	P
18193	celebrity	P
18194	politician	I
18195	scientist	I
18196	politician	D
18197	scientist	P
18198	scientist	I
18199	scientist	D
18200	celebrity	D
18201	celebrity	P
18202	scientist	P
18203	celebrity	P
18204	celebrity	P
18205	celebrity	I
18206	celebrity	P
18207	celebrity	P
18208	politician	P
18209	celebrity	D
18210	celebrity	I
18211	celebrity	D
18212	politician	P
18213	politician	P
18214	politician	I
18215	politician	D
18216	celebrity	P
18217	celebrity	P
18218	scientist	I
18219	politician	D
18220	celebrity	P
18221	scientist	D
18222	celebrity	I
18223	celebrity	D
18224	celebrity	P
18225	celebrity	D
18226	celebrity	P
18227	scientist	I
18228	scientist	P
18229	politician	I
18230	scientist	D
18231	scientist	D
18232	politician	I
18233	politician	P
18234	scientist	I
18235	politician	D
18236	scientist	P
18237	politician	P
18238	scientist	D
18239	politician	D
18240	celebrity	D
18241	politician	P
18242	celebrity	D
18243	scientist	D
18244	politician	D
18245	politician	D
18246	celebrity	D
18247	scientist	P
18248	politician	P
18249	scientist	D
18250	politician	I
18251	politician	D
18252	politician	D
18253	politician	P
18254	celebrity	P
18255	celebrity	D
18256	politician	P
18257	scientist	P
18258	politician	P
18259	scientist	D
18260	politician	D
18261	politician	D
18262	celebrity	D
18263	scientist	I
18264	scientist	D
18265	scientist	P
18266	celebrity	I
18267	scientist	I
18268	scientist	P
18269	politician	D
18270	scientist	P
18271	scientist	I
18272	politician	P
18273	celebrity	I
18274	politician	I
18275	scientist	I
18276	scientist	P
18277	politician	I
18278	celebrity	D
18279	celebrity	D
18280	politician	D
18281	politician	D
18282	politician	D
18283	politician	D
18284	scientist	I
18285	scientist	P
18286	scientist	D
18287	politician	D
18288	scientist	I
18289	politician	I
18290	politician	P
18291	politician	I
18292	celebrity	I
18293	politician	I
18294	politician	I
18295	celebrity	D
18296	scientist	I
18297	celebrity	I
18298	politician	I
18299	scientist	I
18300	scientist	D
18301	scientist	I
18302	celebrity	D
18303	politician	P
18304	politician	I
18305	celebrity	D
18306	celebrity	I
18307	scientist	I
18308	politician	D
18309	scientist	P
18310	celebrity	D
18311	scientist	I
18312	scientist	I
18313	politician	I
18314	scientist	P
18315	scientist	I
18316	celebrity	D
18317	politician	D
18318	celebrity	P
18319	celebrity	I
18320	celebrity	D
18321	politician	D
18322	scientist	P
18323	scientist	P
18324	scientist	D
18325	scientist	P
18326	scientist	D
18327	politician	D
18328	celebrity	P
18329	scientist	P
18330	scientist	P
18331	politician	P
18332	politician	I
18333	politician	D
18334	celebrity	D
18335	scientist	P
18336	scientist	I
18337	scientist	P
18338	scientist	I
18339	scientist	I
18340	celebrity	I
18341	politician	I
18342	celebrity	P
18343	scientist	D
18344	politician	P
18345	politician	D
18346	celebrity	I
18347	scientist	P
18348	celebrity	I
18349	scientist	I
18350	scientist	D
18351	celebrity	I
18352	celebrity	I
18353	scientist	D
18354	politician	P
18355	celebrity	P
18356	politician	P
18357	politician	P
18358	celebrity	I
18359	celebrity	D
18360	celebrity	I
18361	celebrity	P
18362	politician	I
18363	scientist	P
18364	politician	P
18365	politician	D
18366	scientist	D
18367	scientist	I
18368	celebrity	D
18369	politician	I
18370	scientist	P
18371	politician	I
18372	scientist	P
18373	scientist	P
18374	scientist	I
18375	celebrity	P
18376	politician	I
18377	scientist	P
18378	scientist	P
18379	scientist	P
18380	scientist	P
18381	politician	D
18382	scientist	P
18383	scientist	D
18384	scientist	P
18385	scientist	P
18386	politician	P
18387	scientist	I
18388	politician	D
18389	scientist	D
18390	scientist	I
18391	politician	I
18392	celebrity	D
18393	politician	I
18394	celebrity	D
18395	celebrity	I
18396	scientist	P
18397	politician	I
18398	politician	D
18399	scientist	P
18400	scientist	I
18401	politician	D
18402	scientist	P
18403	celebrity	D
18404	celebrity	D
18405	politician	P
18406	celebrity	P
18407	scientist	D
18408	celebrity	D
18409	politician	I
18410	scientist	I
18411	scientist	D
18412	scientist	D
18413	politician	P
18414	politician	P
18415	scientist	P
18416	celebrity	I
18417	celebrity	P
18418	scientist	D
18419	scientist	I
18420	scientist	P
18421	politician	P
18422	politician	I
18423	scientist	P
18424	celebrity	D
18425	politician	P
18426	celebrity	P
18427	scientist	D
18428	politician	P
18429	celebrity	I
18430	scientist	I
18431	scientist	D
18432	politician	D
18433	scientist	P
18434	celebrity	P
18435	politician	D
18436	politician	I
18437	celebrity	I
18438	scientist	I
18439	politician	I
18440	scientist	P
18441	celebrity	I
18442	politician	D
18443	scientist	D
18444	scientist	P
18445	politician	I
18446	scientist	D
18447	celebrity	I
18448	celebrity	I
18449	celebrity	P
18450	politician	D
18451	scientist	D
18452	politician	D
18453	scientist	I
18454	scientist	P
18455	celebrity	P
18456	politician	D
18457	scientist	I
18458	politician	P
18459	scientist	P
18460	scientist	D
18461	celebrity	I
18462	politician	I
18463	politician	P
18464	politician	I
18465	politician	D
18466	politician	D
18467	politician	P
18468	politician	I
18469	celebrity	I
18470	politician	I
18471	scientist	D
18472	celebrity	P
18473	celebrity	I
18474	celebrity	I
18475	politician	I
18476	scientist	P
18477	politician	P
18478	celebrity	D
18479	scientist	P
18480	scientist	I
18481	politician	D
18482	celebrity	P
18483	politician	D
18484	scientist	I
18485	politician	I
18486	scientist	P
18487	politician	D
18488	politician	D
18489	politician	D
18490	scientist	I
18491	scientist	D
18492	politician	P
18493	politician	I
18494	celebrity	D
18495	scientist	P
18496	celebrity	D
18497	politician	D
18498	celebrity	I
18499	scientist	P
18500	scientist	P
18501	scientist	D
18502	politician	I
18503	scientist	I
18504	politician	I
18505	celebrity	I
18506	politician	P
18507	celebrity	D
18508	celebrity	P
18509	politician	I
18510	celebrity	D
18511	politician	P
18512	scientist	I
18513	celebrity	P
18514	politician	P
18515	celebrity	D
18516	celebrity	I
18517	celebrity	P
18518	politician	P
18519	scientist	P
18520	scientist	I
18521	celebrity	I
18522	scientist	P
18523	politician	D
18524	politician	D
18525	politician	D
18526	celebrity	P
18527	scientist	P
18528	scientist	I
18529	celebrity	I
18530	scientist	I
18531	celebrity	D
18532	politician	I
18533	politician	P
18534	scientist	I
18535	celebrity	I
18536	politician	P
18537	scientist	I
18538	celebrity	I
18539	scientist	P
18540	scientist	I
18541	politician	D
18542	politician	P
18543	celebrity	I
18544	celebrity	D
18545	celebrity	D
18546	scientist	P
18547	politician	I
18548	politician	P
18549	celebrity	D
18550	celebrity	I
18551	celebrity	P
18552	celebrity	D
18553	scientist	P
18554	scientist	I
18555	politician	I
18556	scientist	P
18557	politician	D
18558	scientist	P
18559	celebrity	I
18560	scientist	D
18561	politician	D
18562	politician	P
18563	scientist	P
18564	scientist	D
18565	celebrity	I
18566	celebrity	D
18567	politician	I
18568	scientist	P
18569	scientist	P
18570	scientist	P
18571	politician	I
18572	scientist	D
18573	scientist	I
18574	scientist	D
18575	scientist	P
18576	celebrity	I
18577	celebrity	I
18578	scientist	I
18579	celebrity	D
18580	celebrity	I
18581	politician	P
18582	celebrity	I
18583	celebrity	I
18584	scientist	I
18585	scientist	I
18586	politician	D
18587	scientist	D
18588	politician	D
18589	politician	I
18590	celebrity	I
18591	celebrity	D
18592	politician	D
18593	politician	I
18594	scientist	I
18595	celebrity	P
18596	celebrity	I
18597	politician	I
18598	politician	I
18599	politician	P
18600	politician	P
18601	scientist	I
18602	scientist	I
18603	celebrity	P
18604	scientist	I
18605	scientist	D
18606	scientist	I
18607	celebrity	P
18608	scientist	P
18609	scientist	P
18610	politician	D
18611	scientist	I
18612	celebrity	P
18613	politician	P
18614	politician	I
18615	celebrity	I
18616	politician	P
18617	scientist	P
18618	celebrity	D
18619	politician	I
18620	scientist	P
18621	politician	I
18622	celebrity	D
18623	celebrity	I
18624	scientist	P
18625	politician	P
18626	scientist	D
18627	politician	D
18628	politician	D
18629	scientist	P
18630	scientist	I
18631	celebrity	P
18632	politician	D
18633	scientist	I
18634	politician	P
18635	politician	D
18636	celebrity	P
18637	politician	D
18638	scientist	I
18639	celebrity	D
18640	scientist	P
18641	celebrity	P
18642	celebrity	I
18643	scientist	D
18644	celebrity	I
18645	scientist	D
18646	politician	I
18647	politician	I
18648	scientist	P
18649	politician	P
18650	scientist	P
18651	politician	D
18652	scientist	I
18653	politician	I
18654	celebrity	P
18655	celebrity	P
18656	politician	I
18657	scientist	I
18658	celebrity	I
18659	scientist	I
18660	celebrity	I
18661	scientist	I
18662	politician	I
18663	politician	P
18664	politician	I
18665	celebrity	D
18666	celebrity	P
18667	politician	I
18668	celebrity	I
18669	celebrity	D
18670	scientist	D
18671	celebrity	D
18672	politician	D
18673	politician	D
18674	celebrity	I
18675	scientist	I
18676	politician	D
18677	politician	D
18678	scientist	I
18679	politician	P
18680	scientist	D
18681	celebrity	I
18682	politician	D
18683	politician	I
18684	politician	I
18685	scientist	P
18686	celebrity	D
18687	celebrity	D
18688	celebrity	D
18689	celebrity	D
18690	scientist	P
18691	politician	D
18692	politician	D
18693	scientist	P
18694	scientist	P
18695	celebrity	P
18696	politician	I
18697	scientist	I
18698	politician	D
18699	celebrity	I
18700	scientist	D
18701	scientist	P
18702	scientist	P
18703	politician	P
18704	politician	D
18705	politician	I
18706	politician	I
18707	politician	I
18708	scientist	D
18709	celebrity	P
18710	celebrity	D
18711	politician	P
18712	scientist	P
18713	politician	P
18714	celebrity	P
18715	politician	D
18716	celebrity	P
18717	politician	D
18718	politician	D
18719	scientist	P
18720	celebrity	P
18721	scientist	P
18722	celebrity	I
18723	celebrity	I
18724	scientist	D
18725	politician	D
18726	celebrity	D
18727	scientist	D
18728	scientist	I
18729	scientist	P
18730	scientist	D
18731	scientist	P
18732	celebrity	P
18733	celebrity	P
18734	scientist	D
18735	politician	I
18736	politician	I
18737	scientist	D
18738	scientist	I
18739	scientist	D
18740	scientist	P
18741	celebrity	I
18742	celebrity	P
18743	celebrity	D
18744	celebrity	I
18745	politician	I
18746	scientist	D
18747	celebrity	D
18748	scientist	I
18749	politician	P
18750	politician	D
18751	celebrity	D
18752	scientist	P
18753	politician	P
18754	politician	P
18755	politician	I
18756	celebrity	D
18757	politician	P
18758	scientist	D
18759	politician	I
18760	scientist	D
18761	celebrity	P
18762	celebrity	D
18763	politician	I
18764	scientist	I
18765	politician	D
18766	celebrity	D
18767	politician	D
18768	celebrity	D
18769	scientist	D
18770	scientist	D
18771	scientist	D
18772	scientist	P
18773	politician	P
18774	scientist	I
18775	celebrity	I
18776	celebrity	I
18777	scientist	P
18778	celebrity	I
18779	celebrity	I
18780	politician	I
18781	celebrity	P
18782	politician	D
18783	celebrity	D
18784	scientist	P
18785	scientist	D
18786	politician	I
18787	celebrity	D
18788	celebrity	I
18789	scientist	P
18790	politician	I
18791	politician	P
18792	politician	P
18793	politician	P
18794	scientist	P
18795	scientist	I
18796	politician	P
18797	politician	D
18798	scientist	P
18799	politician	D
18800	celebrity	P
18801	celebrity	I
18802	celebrity	I
18803	celebrity	P
18804	scientist	I
18805	scientist	I
18806	politician	D
18807	scientist	P
18808	scientist	D
18809	scientist	I
18810	politician	I
18811	politician	D
18812	celebrity	D
18813	politician	P
18814	scientist	D
18815	scientist	D
18816	celebrity	I
18817	celebrity	D
18818	politician	D
18819	celebrity	I
18820	politician	D
18821	politician	D
18822	scientist	I
18823	scientist	P
18824	politician	I
18825	scientist	D
18826	scientist	P
18827	politician	P
18828	politician	D
18829	politician	P
18830	politician	I
18831	politician	D
18832	scientist	D
18833	politician	D
18834	scientist	I
18835	celebrity	I
18836	scientist	P
18837	celebrity	I
18838	politician	D
18839	politician	I
18840	celebrity	D
18841	celebrity	P
18842	scientist	D
18843	celebrity	D
18844	politician	P
18845	politician	I
18846	celebrity	P
18847	scientist	D
18848	scientist	D
18849	scientist	P
18850	celebrity	P
18851	politician	D
18852	scientist	P
18853	scientist	I
18854	scientist	I
18855	celebrity	D
18856	scientist	P
18857	celebrity	I
18858	celebrity	D
18859	politician	D
18860	celebrity	D
18861	scientist	P
18862	politician	I
18863	scientist	P
18864	scientist	I
18865	celebrity	P
18866	scientist	I
18867	politician	P
18868	scientist	D
18869	celebrity	D
18870	celebrity	I
18871	scientist	I
18872	scientist	P
18873	celebrity	D
18874	celebrity	P
18875	celebrity	D
18876	politician	I
18877	scientist	I
18878	scientist	P
18879	politician	D
18880	celebrity	P
18881	scientist	P
18882	celebrity	I
18883	politician	I
18884	politician	P
18885	politician	P
18886	celebrity	I
18887	politician	D
18888	politician	D
18889	politician	P
18890	politician	D
18891	scientist	P
18892	politician	I
18893	politician	I
18894	celebrity	P
18895	scientist	P
18896	scientist	I
18897	celebrity	P
18898	celebrity	D
18899	politician	P
18900	politician	D
18901	celebrity	D
18902	politician	I
18903	celebrity	I
18904	politician	P
18905	scientist	I
18906	celebrity	I
18907	celebrity	D
18908	scientist	I
18909	celebrity	I
18910	politician	P
18911	scientist	I
18912	celebrity	P
18913	politician	I
18914	scientist	I
18915	politician	D
18916	scientist	I
18917	politician	D
18918	scientist	P
18919	celebrity	D
18920	scientist	D
18921	politician	D
18922	celebrity	I
18923	scientist	I
18924	celebrity	P
18925	politician	P
18926	celebrity	P
18927	celebrity	D
18928	scientist	P
18929	politician	P
18930	politician	I
18931	politician	I
18932	scientist	D
18933	celebrity	I
18934	scientist	I
18935	scientist	P
18936	politician	I
18937	politician	D
18938	scientist	P
18939	politician	D
18940	scientist	I
18941	politician	I
18942	politician	D
18943	scientist	I
18944	celebrity	I
18945	celebrity	D
18946	celebrity	P
18947	politician	D
18948	celebrity	P
18949	politician	D
18950	scientist	D
18951	scientist	D
18952	scientist	I
18953	celebrity	D
18954	celebrity	D
18955	politician	D
18956	scientist	P
18957	celebrity	I
18958	politician	P
18959	scientist	I
18960	celebrity	P
18961	scientist	D
18962	celebrity	P
18963	scientist	D
18964	celebrity	D
18965	politician	P
18966	celebrity	D
18967	politician	D
18968	politician	I
18969	scientist	I
18970	scientist	I
18971	politician	P
18972	celebrity	P
18973	celebrity	I
18974	politician	P
18975	celebrity	D
18976	scientist	P
18977	celebrity	I
18978	scientist	D
18979	celebrity	P
18980	celebrity	I
18981	politician	I
18982	celebrity	I
18983	scientist	D
18984	celebrity	I
18985	celebrity	P
18986	scientist	D
18987	celebrity	P
18988	scientist	I
18989	politician	P
18990	politician	P
18991	scientist	D
18992	politician	D
18993	celebrity	I
18994	scientist	I
18995	scientist	P
18996	celebrity	D
18997	scientist	P
18998	scientist	P
18999	politician	P
19000	celebrity	D
19001	celebrity	P
19002	celebrity	D
19003	scientist	P
19004	scientist	I
19005	celebrity	P
19006	politician	P
19007	scientist	I
19008	scientist	P
19009	scientist	I
19010	scientist	I
19011	scientist	I
19012	celebrity	D
19013	politician	D
19014	celebrity	I
19015	scientist	P
19016	celebrity	I
19017	scientist	P
19018	politician	D
19019	scientist	D
19020	scientist	D
19021	politician	I
19022	scientist	D
19023	celebrity	D
19024	celebrity	P
19025	celebrity	I
19026	politician	P
19027	scientist	I
19028	politician	P
19029	scientist	P
19030	scientist	I
19031	celebrity	D
19032	celebrity	D
19033	politician	I
19034	celebrity	I
19035	scientist	I
19036	scientist	I
19037	politician	D
19038	celebrity	D
19039	scientist	I
19040	politician	D
19041	scientist	P
19042	celebrity	I
19043	scientist	I
19044	celebrity	I
19045	politician	I
19046	celebrity	I
19047	celebrity	D
19048	scientist	P
19049	politician	I
19050	scientist	I
19051	politician	I
19052	scientist	D
19053	celebrity	D
19054	scientist	P
19055	politician	P
19056	celebrity	I
19057	scientist	D
19058	politician	I
19059	scientist	P
19060	politician	D
19061	celebrity	I
19062	scientist	D
19063	scientist	P
19064	politician	D
19065	scientist	D
19066	politician	P
19067	scientist	I
19068	celebrity	D
19069	politician	I
19070	celebrity	P
19071	celebrity	P
19072	politician	I
19073	politician	I
19074	celebrity	I
19075	politician	I
19076	celebrity	P
19077	celebrity	I
19078	celebrity	D
19079	politician	P
19080	celebrity	P
19081	celebrity	I
19082	scientist	P
19083	scientist	D
19084	politician	I
19085	celebrity	D
19086	politician	P
19087	politician	D
19088	celebrity	I
19089	celebrity	I
19090	celebrity	D
19091	celebrity	P
19092	scientist	I
19093	scientist	P
19094	politician	I
19095	politician	I
19096	celebrity	D
19097	scientist	D
19098	politician	P
19099	politician	P
19100	politician	D
19101	scientist	I
19102	scientist	I
19103	scientist	I
19104	celebrity	I
19105	politician	I
19106	politician	I
19107	politician	P
19108	celebrity	P
19109	politician	D
19110	scientist	I
19111	scientist	I
19112	celebrity	D
19113	politician	I
19114	celebrity	I
19115	politician	D
19116	politician	P
19117	scientist	I
19118	politician	I
19119	scientist	P
19120	scientist	P
19121	politician	D
19122	scientist	P
19123	politician	I
19124	scientist	P
19125	scientist	P
19126	politician	P
19127	scientist	I
19128	politician	I
19129	scientist	P
19130	scientist	I
19131	scientist	I
19132	scientist	P
19133	scientist	D
19134	celebrity	I
19135	politician	D
19136	celebrity	D
19137	politician	I
19138	politician	I
19139	scientist	D
19140	scientist	D
19141	politician	I
19142	celebrity	P
19143	scientist	D
19144	celebrity	I
19145	politician	I
19146	politician	D
19147	celebrity	I
19148	scientist	D
19149	scientist	P
19150	politician	D
19151	celebrity	I
19152	scientist	I
19153	scientist	D
19154	politician	D
19155	politician	D
19156	celebrity	I
19157	politician	P
19158	scientist	I
19159	scientist	P
19160	politician	D
19161	politician	P
19162	scientist	P
19163	scientist	I
19164	politician	P
19165	scientist	D
19166	scientist	I
19167	politician	D
19168	politician	D
19169	scientist	P
19170	politician	I
19171	celebrity	P
19172	politician	P
19173	scientist	D
19174	celebrity	I
19175	celebrity	P
19176	scientist	D
19177	politician	D
19178	celebrity	P
19179	celebrity	D
19180	celebrity	P
19181	celebrity	D
19182	politician	I
19183	scientist	D
19184	politician	I
19185	celebrity	P
19186	politician	P
19187	celebrity	I
19188	celebrity	P
19189	scientist	I
19190	politician	I
19191	scientist	I
19192	politician	P
19193	scientist	P
19194	politician	P
19195	scientist	D
19196	celebrity	D
19197	celebrity	D
19198	scientist	I
19199	politician	D
19200	politician	P
19201	scientist	I
19202	celebrity	I
19203	scientist	P
19204	scientist	D
19205	scientist	P
19206	scientist	I
19207	politician	D
19208	politician	P
19209	celebrity	D
19210	politician	D
19211	scientist	D
19212	politician	I
19213	scientist	P
19214	scientist	D
19215	politician	D
19216	celebrity	D
19217	politician	P
19218	scientist	I
19219	celebrity	D
19220	celebrity	P
19221	scientist	I
19222	politician	D
19223	scientist	P
19224	scientist	D
19225	celebrity	P
19226	politician	P
19227	celebrity	I
19228	politician	D
19229	politician	I
19230	celebrity	D
19231	scientist	P
19232	scientist	D
19233	scientist	D
19234	politician	P
19235	scientist	P
19236	celebrity	I
19237	celebrity	P
19238	celebrity	I
19239	celebrity	P
19240	scientist	I
19241	celebrity	D
19242	politician	D
19243	politician	D
19244	scientist	P
19245	politician	D
19246	celebrity	I
19247	scientist	P
19248	celebrity	P
19249	scientist	P
19250	politician	P
19251	politician	P
19252	celebrity	P
19253	scientist	P
19254	scientist	D
19255	politician	D
19256	politician	D
19257	scientist	I
19258	scientist	D
19259	politician	D
19260	politician	I
19261	politician	P
19262	politician	I
19263	celebrity	D
19264	politician	I
19265	scientist	D
19266	celebrity	I
19267	celebrity	I
19268	celebrity	D
19269	celebrity	D
19270	celebrity	P
19271	politician	P
19272	scientist	P
19273	scientist	D
19274	celebrity	D
19275	celebrity	D
19276	celebrity	P
19277	scientist	D
19278	scientist	P
19279	politician	I
19280	politician	I
19281	politician	P
19282	celebrity	I
19283	scientist	D
19284	scientist	P
19285	celebrity	I
19286	politician	D
19287	politician	I
19288	celebrity	D
19289	politician	I
19290	politician	P
19291	politician	P
19292	celebrity	D
19293	celebrity	I
19294	politician	P
19295	celebrity	D
19296	celebrity	D
19297	politician	I
19298	celebrity	P
19299	celebrity	P
19300	scientist	D
19301	scientist	I
19302	scientist	P
19303	celebrity	D
19304	politician	D
19305	politician	I
19306	politician	P
19307	celebrity	I
19308	celebrity	I
19309	celebrity	P
19310	scientist	I
19311	celebrity	D
19312	celebrity	I
19313	politician	I
19314	celebrity	I
19315	scientist	I
19316	celebrity	I
19317	scientist	I
19318	politician	D
19319	scientist	I
19320	politician	P
19321	celebrity	P
19322	scientist	P
19323	politician	P
19324	celebrity	D
19325	celebrity	D
19326	politician	I
19327	celebrity	D
19328	scientist	P
19329	scientist	P
19330	celebrity	I
19331	celebrity	I
19332	scientist	P
19333	politician	P
19334	scientist	I
19335	scientist	I
19336	scientist	D
19337	politician	I
19338	politician	D
19339	celebrity	D
19340	scientist	P
19341	celebrity	P
19342	scientist	I
19343	celebrity	D
19344	scientist	D
19345	celebrity	D
19346	scientist	P
19347	politician	P
19348	politician	I
19349	celebrity	I
19350	politician	P
19351	politician	P
19352	celebrity	D
19353	politician	I
19354	politician	I
19355	celebrity	P
19356	celebrity	I
19357	politician	P
19358	scientist	D
19359	politician	D
19360	celebrity	I
19361	scientist	D
19362	celebrity	D
19363	politician	I
19364	celebrity	I
19365	politician	D
19366	politician	D
19367	scientist	I
19368	scientist	I
19369	celebrity	I
19370	scientist	I
19371	scientist	D
19372	politician	I
19373	scientist	D
19374	celebrity	P
19375	scientist	I
19376	politician	I
19377	scientist	D
19378	scientist	D
19379	celebrity	P
19380	scientist	I
19381	scientist	D
19382	celebrity	D
19383	scientist	I
19384	politician	P
19385	politician	P
19386	politician	I
19387	scientist	D
19388	celebrity	I
19389	scientist	I
19390	scientist	D
19391	celebrity	P
19392	politician	P
19393	celebrity	D
19394	celebrity	P
19395	scientist	P
19396	celebrity	P
19397	scientist	I
19398	celebrity	P
19399	celebrity	P
19400	celebrity	I
19401	politician	I
19402	politician	I
19403	celebrity	I
19404	scientist	P
19405	celebrity	P
19406	celebrity	I
19407	celebrity	I
19408	scientist	I
19409	scientist	P
19410	celebrity	D
19411	politician	I
19412	politician	I
19413	politician	D
19414	scientist	D
19415	scientist	P
19416	celebrity	D
19417	scientist	P
19418	celebrity	P
19419	celebrity	I
19420	politician	P
19421	politician	D
19422	celebrity	I
19423	scientist	P
19424	scientist	P
19425	politician	D
19426	politician	P
19427	scientist	P
19428	celebrity	P
19429	politician	P
19430	celebrity	D
19431	celebrity	I
19432	scientist	I
19433	politician	P
19434	celebrity	D
19435	scientist	P
19436	politician	P
19437	celebrity	D
19438	politician	I
19439	scientist	P
19440	politician	D
19441	celebrity	I
19442	politician	P
19443	scientist	I
19444	celebrity	D
19445	scientist	D
19446	scientist	P
19447	celebrity	D
19448	politician	P
19449	politician	I
19450	celebrity	D
19451	politician	D
19452	scientist	I
19453	celebrity	I
19454	politician	P
19455	politician	D
19456	politician	D
19457	politician	I
19458	scientist	D
19459	politician	D
19460	celebrity	I
19461	celebrity	I
19462	scientist	P
19463	celebrity	I
19464	scientist	I
19465	celebrity	P
19466	politician	P
19467	politician	P
19468	scientist	P
19469	scientist	I
19470	celebrity	I
19471	celebrity	P
19472	scientist	P
19473	scientist	I
19474	scientist	D
19475	celebrity	D
19476	politician	D
19477	scientist	P
19478	politician	D
19479	politician	I
19480	celebrity	D
19481	politician	D
19482	celebrity	D
19483	celebrity	I
19484	politician	D
19485	scientist	I
19486	scientist	I
19487	politician	I
19488	scientist	I
19489	politician	P
19490	scientist	I
19491	politician	D
19492	politician	I
19493	politician	P
19494	celebrity	D
19495	scientist	D
19496	scientist	D
19497	celebrity	P
19498	politician	I
19499	politician	P
19500	celebrity	I
19501	celebrity	I
19502	scientist	D
19503	scientist	I
19504	politician	P
19505	politician	D
19506	celebrity	D
19507	celebrity	I
19508	scientist	D
19509	scientist	D
19510	politician	D
19511	celebrity	I
19512	celebrity	P
19513	celebrity	D
19514	celebrity	D
19515	celebrity	D
19516	scientist	D
19517	celebrity	D
19518	scientist	I
19519	scientist	I
19520	politician	P
19521	scientist	D
19522	scientist	P
19523	celebrity	D
19524	scientist	D
19525	scientist	D
19526	politician	P
19527	scientist	D
19528	politician	P
19529	politician	P
19530	politician	D
19531	celebrity	D
19532	celebrity	D
19533	celebrity	P
19534	scientist	P
19535	politician	I
19536	scientist	P
19537	scientist	I
19538	politician	P
19539	scientist	I
19540	scientist	P
19541	scientist	P
19542	celebrity	P
19543	politician	D
19544	scientist	D
19545	politician	P
19546	celebrity	I
19547	politician	P
19548	scientist	I
19549	scientist	I
19550	scientist	I
19551	scientist	D
19552	scientist	D
19553	politician	I
19554	politician	I
19555	scientist	P
19556	scientist	I
19557	celebrity	I
19558	politician	I
19559	scientist	P
19560	scientist	I
19561	celebrity	P
19562	politician	P
19563	scientist	I
19564	politician	P
19565	politician	D
19566	celebrity	I
19567	celebrity	D
19568	celebrity	I
19569	celebrity	I
19570	scientist	D
19571	celebrity	P
19572	politician	I
19573	politician	P
19574	scientist	D
19575	politician	D
19576	scientist	I
19577	scientist	P
19578	scientist	I
19579	politician	D
19580	celebrity	D
